2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.7074,-0.8421,16.177,0.49136,0.69528,0.017297,0.5189199999999999,1,0,0,0,0,0,0
1.0063,-16.292,17.525,0.6047600000000001,0.43405,0.050866,1.526,1,0,0,0,1,0,1
-1.4882,-0.79209,13.783,0.26458000000000004,0.63765,0.013658000000000002,0.40974,1,0,0,0,0,0,0
-0.086671,12.815,14.476,0.12599000000000002,0.4999,2.306e-05,0.00069178,1,0,0,1,0,0,1
-2.2698,-0.046111,12.486,2.2174,0.50468,0.23809,7.1425,1,0,0,0,0,0,0
0.7259899999999999,0.98931,16.328,1.5497,0.6358600000000001,0.023629,0.70886,1,0,0,0,0,0,0
-21.957,-0.58105,4.5105,7.4335,0.6732600000000001,0.011373,0.3412,1,1,0,0,0,1,0
0.47012,-18.09,15.623,4.7247,0.75233,0.4858,14.574000000000002,1,0,0,0,1,0,1
0.50741,-6.6803,16.000999999999998,1.0961,0.74742,0.051902,1.5571,1,0,0,0,1,0,1
0.5165,-22.555,12.372,5.0774,0.92097,0.053096,1.5929,1,0,0,0,1,0,1
3.1031,0.40007,14.867,0.51656,0.68925,0.030776,0.92328,1,0,1,0,0,1,0
0.55394,19.508,13.191,3.7797,0.70301,0.057056,1.7116,1,0,0,1,0,0,1
1.5846,-0.29718,13.179,1.9655,0.5644600000000001,0.21999,6.5997,1,0,0,0,0,0,0
-0.0067004,21.033,16.744,0.68035,0.48871,0.02414,0.72417,1,0,0,1,0,0,1
0.61211,19.512,7.2697,3.9813,0.5512699999999999,0.15152000000000002,4.5457,1,0,0,1,0,0,1
-3.589,-0.26845,10.445,0.69295,0.6047600000000001,0.093127,2.7938,1,1,0,0,0,1,0
0.2211,8.6301,15.787,3.6789,0.78333,0.36526,10.958,1,0,0,1,0,0,1
0.75095,-8.5278,19.579,0.22678,0.58144,0.045553,1.3666,1,0,0,0,1,0,1
-0.422,13.007,12.41,1.2473,0.4708600000000001,0.044661,1.3398,1,0,0,1,0,0,1
-0.38279,-13.501,14.98,0.51656,0.69226,0.064427,1.9328,1,0,0,0,1,0,1
0.79482,-8.6424,19.365,0.5543600000000001,0.5836899999999999,0.041184,1.2355,1,0,0,0,1,0,1
0.044189,-11.491,16.719,4.6113,0.80009,0.45086,13.526,1,0,0,0,1,0,1
